company_name,year_founded,Industries,hq,zipcode,description,operating_status,cb_rank,funding_status,funding_date,funding_type,ipo_status,estimated_revenue,num_employees,num_funding_rounds,total_funding,top_investors,num_investors,operating_status_binary,num_employees_cat,clean_name,city,state,country
Phantom Space,2020,"Aerospace, Space Travel, Transportation","Tucson, Arizona, United States",85710,"Phantom Space focuses on space transportation technology including satellites, propulsion, and launch vehicles.",Active,29757,0,2024-03-11,Venture - Series Unknown,Private,$1M to $10M,11-50,6,27655605,"Caravela Capital, Fady Hannah-Shmouni, MD FRCPC, Balerion Space Ventures, Chenel Capital, Reaser Family Office",7,1,11-50,PHANTOM SPACE,Tucson,Arizona,United States
Lunasonde,2016,"Aerospace, Service Industry","Cortaro, Arizona, United States",85652,Lunasonde Provides Aviation And Aerospace Component Manufacturing Services.,Active,30819,Seed,2023-04-18,Non-equity Assistance,Private,$1M to $10M,10-Jan,6,11600000,"Techstars, Seraphim Space, Bantam Group, AWS Space Accelerator, Seldor Capital",5,1,10-Jan,LUNASONDE,Cortaro,Arizona,United States
PlanePoster,2019,"Aerospace, Manufacturing, Printing, Product Design","Wickenburg, Arizona, United States",85390,"PlanePoster is a designer and producer of aircraft cockpit posters for commercial, military, and space aircrafts.",Active,3202738,0,0,0,Private,0,11-50,0,0,0,0,1,11-50,PLANEPOSTER,Wickenburg,Arizona,United States
ProCARE Portal,2016,"Health Care, Information Technology, Intelligent Systems, SaaS, Software","Atlanta, Georgia, United States",85286,"ProCARE Portal is a cloud platform built around a fluid, configurable, rules based engine to automate physician compensation management.",Active,117671,Early Stage Venture,2018-12-12,Convertible Note,Private,$1M to $10M,11-50,2,1000000,0,0,1,11-50,PROCARE PORTAL,Atlanta,Georgia,United States
Cactus Materials,2016,"Manufacturing, Semiconductor, Water","Tempe, Arizona, United States",85284,"Cactus Materials specializes in semiconductor fabrication, space applications, and nano-materials.",Active,54488,0,2024-04-01,Venture - Series Unknown,Private,$1M to $10M,11-50,1,2776250,0,0,1,11-50,CACTUS MATERIALS,Tempe,Arizona,United States
Parksol USA,2018,"Artificial Intelligence (AI), Electronics, Parking","Scottsdale, Arizona, United States",85260,ParkSol USA specializes in parking space detection and management using an AI parking guidance system.,Active,2009648,0,0,0,Private,$1M to $10M,11-50,0,0,0,0,1,11-50,PARKSOL USA,Scottsdale,Arizona,United States
Easy Button Capital,2021,"Artificial Intelligence (AI), Blockchain, Information Technology, Internet of Things, Property Management, PropTech, Real Estate Investment","Scottsdale, Arizona, United States",85260,Residential Property Investment and Management Technology Company,Active,70809,Seed,2021-10-18,Seed,Private,0,10-Jan,2,3592300,0,0,1,10-Jan,EASY BUTTON CAPITAL,Scottsdale,Arizona,United States
Intergalactic,2016,"Aerospace, Commercial, Environmental Engineering, Mechanical Engineering, Space Travel","Saint George, Utah, United States",84790,We're an aerospace startup. Our mission is to remove heat barriers in space and sky.,Active,334089,0,0,0,Private,$1B to $10B,11-50,0,0,0,0,1,11-50,INTERGALACTIC,Saint George,Utah,United States
Pulse Labs - The Best Insights Have a Pulse,2017,"Analytics, Application Performance Management, Artificial Intelligence (AI), Automotive, Product Research, Smart Building, Smart Home, Software, Usability Testing, UX Design","Salt Lake City, Utah, United States",84111,Pulse Labs provides actionable human factors insights to help companies optimize their tech-based products and user experiences.,Active,86608,Seed,2018-05-02,Seed,Private,Less than $1M,11-50,3,2660000,"Techstars, Bezos Expeditions, Madrona, Amazon Alexa Fund, Google Assistant Investments",5,1,11-50,PULSE LABS - THE BEST INSIGHTS HAVE A PULSE,Salt Lake City,Utah,United States
Packd Bags,2020,"E-Commerce, Manufacturing, Packaging Services, Travel","Salt Lake City, Utah, United States",84108,"Packd offers pre-paid mailer bags for travelers to send dirty clothes home, freeing up luggage space for new items.",Active,781619,0,0,0,Private,0,10-Jan,0,0,0,0,1,10-Jan,PACKD BAGS,Salt Lake City,Utah,United States
Utah Aerospace and Defense,2022,"Machinery Manufacturing, Manufacturing","Salt Lake City, Utah, United States",84101,Utah Aerospace and Defense is a Defense and Space Manufacturing company.,Active,2763105,0,0,0,Private,0,10-Jan,0,0,0,0,1,10-Jan,UTAH AEROSPACE AND DEFENSE,Salt Lake City,Utah,United States
Kiln,2017,"Communities, Human Resources, Information Technology, Insurance","Lehi, Utah, United States",84043,"Kiln is a coworking space company tailored for high-growth, early-stage technology companies.",Active,68196,Early Stage Venture,2021-01-15,Series A,Private,$1M to $10M,11-50,1,6000000,Kickstart,1,1,11-50,KILN,Lehi,Utah,United States
Tactic,2020,"Facility Management, Human Resources, Information Technology, Mobile Apps, Office Administration, SaaS, Software","Lehi, Utah, United States",84043,"Tactic is a SaaS platform that helps manage a hybrid workplace with office space reservation, integration, and map services.",Active,51297,Seed,2024-08-20,Seed,Private,$1M to $10M,11-50,3,6249998,"EPIC Ventures, Peterson Ventures",2,1,11-50,TACTIC,Lehi,Utah,United States
Udo,2019,"Apps, Health Care, Information Technology","Farmington, Utah, United States",84025,Udo provides a comprehensive platform that creates a new way of communicating across a variety of different industries.,Active,34821,0,2022-04-14,Venture - Series Unknown,Private,$10M to $50M,51-100,2,20000000,2.0 Ventures,1,1,51-100,UDO,Farmington,Utah,United States
Alphy,2020,"Artificial Intelligence (AI), Communications Infrastructure, Machine Learning, Software","Hayden, Idaho, United States",83835,Alphy is a technology company that provides artificial intelligence-powered communication tools for companies.,Active,111320,Seed,2022-09-10,Seed,Private,$1M to $10M,11-50,2,2300000,"Theresia Gouw, Mark Stevens, True Equity, Jim Goetz",4,1,11-50,ALPHY,Hayden,Idaho,United States
"Genius Ventures, Inc",2016,"Artificial Intelligence (AI), Blockchain, Cryptocurrency, Infrastructure, Machine Learning, Software","Sheridan, Wyoming, United States",82801,"Blockchain, Mobile, A.I., Machine Learning, Cryptocurrency",Active,109728,Seed,2022-11-01,Seed,Private,0,10-Jan,2,400000,Hurley Family Trust,1,1,10-Jan,"GENIUS VENTURES,",Sheridan,Wyoming,United States
Proximity Space,2017,"Commercial Real Estate, Coworking, Enterprise Software, Hardware, Information Technology, Property Management, Software","Montrose, Colorado, United States",81401,Proximity is a Workspace Management Platform that Connects People and Places,Active,80835,0,2020-01-21,Corporate Round,Private,$1M to $10M,11-50,3,1245000,Center on Rural Innovation,1,1,11-50,PROXIMITY SPACE,Montrose,Colorado,United States
Agile Space Industries,2019,"3D Printing, Aerospace, Air Transportation, Space Travel","Durango, Colorado, United States",81301,"Agile Space Industries is an aviation and aerospace that specializes in propulsion, test rockets, and space exploration.",Active,3757,Seed,2024-09-26,Convertible Note,Private,$10M to $50M,51-100,4,18140000,"BOKA Group, Greater Colorado Venture Fund, Veteran Ventures Capital, Greenline Ventures, Caruso Ventures",7,1,51-100,AGILE SPACE INDUSTRIES,Durango,Colorado,United States
Giuseppe Space Enterprises,2022,"Aerospace, Commercial","Colorado Springs, Colorado, United States",80920,Giuseppe Space Enterprises is an aerospace company.,Active,2084952,0,0,0,Private,0,11-50,0,0,0,0,1,11-50,GIUSEPPE SPACE ENTERPRISES,Colorado Springs,Colorado,United States
Ascension Engineering Group,2017,"Aerospace, Satellite Communication","Colorado Springs, Colorado, United States",80903,"Ascension Engineering Group is specialized in providing space system engineering, operations, and procurement support.",Active,1254300,M&A,0,0,Private,$1M to $10M,11-50,0,0,0,0,1,11-50,ASCENSION ENGINEERING GROUP,Colorado Springs,Colorado,United States
Defense Unicorns,2021,"Information Technology, National Security, Software, Software Engineering","Colorado Springs, Colorado, United States",80903,Defense Unicorns is a software startup that provides open-source software and AI capabilities for National Security systems.,Active,18229,Early Stage Venture,2024-03-07,Series A,Private,$10M to $50M,101-250,2,35504329,"Sapphire Ventures, Ansa Capital",2,1,101-250,DEFENSE UNICORNS,Colorado Springs,Colorado,United States
Catalyst Accelerator,2018,Aerospace,"Colorado Springs, Colorado, United States",80903,The Catalyst Space Accelerator trains innovative space technology companies to apply their technology to solve stated problems by the DoD.,Active,95938,0,2024-09-25,Grant,Private,0,10-Jan,2,50000,U.S. Small Business Administration,1,1,10-Jan,CATALYST ACCELERATOR,Colorado Springs,Colorado,United States
Orbital Services Corporation (OSCorp),2022,Aerospace,"Colorado Springs, Colorado, United States",80903,OSCorp is an in-space services company that safeguards the space domain and builds a thriving in-space economy.,Active,132099,0,0,Non-equity Assistance,Private,0,10-Jan,2,274999,National Science Foundation,1,1,10-Jan,ORBITAL SERVICES CORPORATION (OSCORP),Colorado Springs,Colorado,United States
Rapid Achievable Measured Multimedia,2015,"GPS, Information Services, Information Technology, Internet of Things, Mobile Devices, Security","Severance, Colorado, United States",80550,Rapid Achievable Measured Multimedia provides communication solution for smart initiatives.,Active,2482143,0,0,0,Private,0,51-100,0,0,0,0,1,51-100,RAPID ACHIEVABLE MEASURED MULTIMEDIA,Severance,Colorado,United States
Ursa Major,2015,"Aerospace, National Security, Satellite Communication, Space Travel","Berthoud, Colorado, United States",80513,"Ursa Major provides a propulsion system for space launch, hypersonics, and national security.",Active,1860,Late Stage Venture,2024-09-19,Grant,Private,$10M to $50M,251-500,11,284329970,"BlackRock, Alumni Ventures, Exor Ventures, RTX Ventures, Alpha Edison",19,1,251-500,URSA MAJOR,Berthoud,Colorado,United States
Education Bot,2016,"Apps, Artificial Intelligence (AI), Big Data, Education, Information Technology, Internet of Things, Mobile Payments","Boulder, Colorado, United States",80302,Education Bot is an artificial intelligence company empowering companies by building custom technologies.,Active,29042,0,2024-10-03,Venture - Series Unknown,Private,$1M to $10M,10-Jan,2,2031652,0,0,1,10-Jan,EDUCATION BOT,Boulder,Colorado,United States
PickNik Robotics,2015,"Industrial Automation, Robotics, Software, Space Travel","Boulder, Colorado, United States",80302,"Our mission is to help organizations simplify, accelerate, and deliver unstructured robotics solutions.",Active,33883,Seed,2023-10-12,Pre-Seed,Private,$1M to $10M,11-50,11,8439937,"Stellar Ventures, Cypress Growth Capital",2,1,11-50,PICKNIK ROBOTICS,Boulder,Colorado,United States
Aquarian Space,2015,"Aerospace, Communications Infrastructure, Satellite Communication","Boulder, Colorado, United States",80301,Aquarian Space is a developer of a communication network for interplanetary exploration.,Active,104280,Seed,2022-07-26,Seed,Private,Less than $1M,10-Jan,4,760000,"Seraphim Space, Draper Associates",2,1,10-Jan,AQUARIAN SPACE,Boulder,Colorado,United States
Orbital Micro Systems,2015,"Aerospace, Information Services, Software","Boulder, Colorado, United States",80301,Orbital Micro Systems is an earth observation data company.,Active,154106,Seed,2022-08-16,Debt Financing,Private,Less than $1M,11-50,3,650000,"Leonid Capital Partners, Tremendous View Capital",2,1,11-50,ORBITAL MICRO SYSTEMS,Boulder,Colorado,United States
Space Lab Technologies,2016,"Aerospace, Life Science","Boulder, Colorado, United States",80301,Space Lab? provides hardware and services for space habitation and space systems.,Active,788126,0,0,0,Private,0,10-Jan,0,0,0,0,1,10-Jan,SPACE LAB TECHNOLOGIES,Boulder,Colorado,United States
"Weather Stream, Inc.",2020,"Aerospace, Big Data, Business Intelligence, Information Technology","Boulder, Colorado, United States",80301,Earth Observation Data,Active,760886,0,0,0,Private,0,11-50,0,0,0,0,1,11-50,"WEATHER STREAM,",Boulder,Colorado,United States
Kayhan Space,2019,Aerospace,"Boulder, Colorado, United States",80301,Kayhan Space ensures satellite operators maintain situational awareness of their space assets,Active,41504,Seed,2023-09-19,Seed,Private,$1M to $10M,11-50,4,11270000,"Techstars, Alumni Ventures, Creative Destruction Lab (CDL), Initialized Capital, EVE Atlas",14,1,11-50,KAYHAN SPACE,Boulder,Colorado,United States
AVA Manufacturing,2020,"Machinery Manufacturing, Manufacturing, Product Design","Denver, Colorado, United States",80239,"AVA Manufacturing offers orbital dough mixers, baking ovens, and ribbon mixers.",Active,1301325,0,0,0,Private,$1M to $10M,11-50,0,0,0,0,1,11-50,AVA MANUFACTURING,Denver,Colorado,United States
Locai solutions,2018,"E-Commerce, Information Technology, Retail","Denver, Colorado, United States",80231,Locai solutions offer a seamless eCommerce strategy and immersive brand experience focused on convenience.,Closed,152901,Seed,2020-01-13,Seed,Private,$1M to $10M,11-50,1,734999,SeedInvest,1,0,11-50,LOCAI SOLUTIONS,Denver,Colorado,United States
Ayala Engineering,2018,"Aerospace, Industrial Engineering, Manufacturing","Lakewood, Colorado, United States",80214,Ayala Engineering offers agile solutions for the aerospace sector.,Active,3202360,0,0,0,Private,0,10-Jan,0,0,0,0,1,10-Jan,AYALA ENGINEERING,Lakewood,Colorado,United States
Aphelion Aerospace,2019,"Aerospace, Space Travel","Lakewood, Colorado, United States",80214,Nanosatellite launch services and hardware components,Active,136834,0,2022-03-29,Equity Crowdfunding,Private,0,10-Jan,2,150000,Seldor Capital,1,1,10-Jan,APHELION AEROSPACE,Lakewood,Colorado,United States
