contract_award_unique_key,award_id_piid,total_obligated_amount,current_total_value_of_award,potential_total_value_of_award,award_base_action_date,award_base_action_year,current_end_date,awarding_agency_name,awarding_sub_agency_name,funding_agency_name,funding_sub_agency_name,recipient_name,recipient_parent_name,recipient_city_name,recipient_state_code,recipient_zipcode,primary_place_of_performance_city_name,primary_place_of_performance_state_code,award_type,type_of_contract_pricing,product_or_service_code_description,naics_code,naics_description,number_of_offers_received,organizational_type,clean_recipient_name,clean_recipient_parent_name
CONT_AWD_80NSSC19C0414_8000_-NONE-_-NONE-,80NSSC19C0414,124777,124777,124777,2019-08-17,2019,2020-02-18,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,INNOVATIVE SCIENTIFIC SOLUTIONS INC,INNOVATIVE SCIENTIFIC SOLUTIONS INC,DAYTON,OH,45459,DAYTON,OH,DEFINITIVE CONTRACT,FIRM FIXED PRICE,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",500,CORPORATE NOT TAX EXEMPT,INNOVATIVE SCIENTIFIC SOLUTIONS,INNOVATIVE SCIENTIFIC SOLUTIONS
CONT_AWD_80NSSC20C0449_8000_-NONE-_-NONE-,80NSSC20C0449,124821,124821,124821,2020-08-25,2020,2021-03-01,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,INNOVATIVE SCIENTIFIC SOLUTIONS INC,INNOVATIVE SCIENTIFIC SOLUTIONS INC,DAYTON,OH,45459,DAYTON,OH,DEFINITIVE CONTRACT,FIRM FIXED PRICE,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",500,CORPORATE NOT TAX EXEMPT,INNOVATIVE SCIENTIFIC SOLUTIONS,INNOVATIVE SCIENTIFIC SOLUTIONS
CONT_AWD_HR001122C0105_9700_-NONE-_-NONE-,HR001122C0105,225000,225000,225000,2022-03-22,2022,2022-10-01,Department of Defense,Defense Advanced Research Projects Agency,Department of Defense,Defense Advanced Research Projects Agency,INTEGER TECHNOLOGIES LLC,INTEGER TECHNOLOGIES LLC,COLUMBIA,SC,29201,COLUMBIA,SC,DEFINITIVE CONTRACT,FIRM FIXED PRICE,NATIONAL DEFENSE R&D SVCS; DEPARTMENT OF DEFENSE - MILITARY; R&D FACILITIES & MAJ EQUIP,541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",23,CORPORATE NOT TAX EXEMPT,INTEGER TECHNOLOGIES,INTEGER TECHNOLOGIES
CONT_AWD_HR001122C0189_9700_-NONE-_-NONE-,HR001122C0189,1499970,1499970,1499970,2022-09-27,2022,2023-09-29,Department of Defense,Defense Advanced Research Projects Agency,Department of Defense,Defense Advanced Research Projects Agency,INTEGER TECHNOLOGIES LLC,INTEGER TECHNOLOGIES LLC,COLUMBIA,SC,29201,COLUMBIA,SC,DEFINITIVE CONTRACT,FIRM FIXED PRICE,NATIONAL DEFENSE R&D SVCS; DEPARTMENT OF DEFENSE - MILITARY; R&D FACILITIES & MAJ EQUIP,541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",50,CORPORATE NOT TAX EXEMPT,INTEGER TECHNOLOGIES,INTEGER TECHNOLOGIES
CONT_AWD_80NSSC20C0453_8000_-NONE-_-NONE-,80NSSC20C0453,122038,122038,122038,2020-08-27,2020,2021-03-01,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,INTEGRATED DEPOSITION SOLUTIONS INC,INTEGRATED DEPOSITION SOLUTIONS INC,ALBUQUERQUE,NM,87110,ALBUQUERQUE,NM,DEFINITIVE CONTRACT,FIRM FIXED PRICE,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",500,CORPORATE NOT TAX EXEMPT,INTEGRATED DEPOSITION SOLUTIONS,INTEGRATED DEPOSITION SOLUTIONS
CONT_AWD_FA865621C0011_9700_-NONE-_-NONE-,FA865621C0011,780235.96,780235.96,780235.96,2021-05-19,2021,2022-04-29,Department of Defense,Department of the Air Force,Department of Defense,Department of the Air Force,"INTEGRATED SOLUTIONS FOR SYSTEMS, INC.","INTEGRATED SOLUTIONS FOR SYSTEMS, INC.",HUNTSVILLE,AL,35824,HUNTSVILLE,AL,DEFINITIVE CONTRACT,FIRM FIXED PRICE,NATIONAL DEFENSE R&D SVCS; DEPARTMENT OF DEFENSE - MILITARY; R&D FACILITIES & MAJ EQUIP,541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",1,CORPORATE NOT TAX EXEMPT,INTEGRATED SOLUTIONS FOR SYSTEMS,INTEGRATED SOLUTIONS FOR SYSTEMS
CONT_AWD_FA945323PA009_9700_-NONE-_-NONE-,FA945323PA009,149956.45,149956.45,149956.45,2022-12-18,2023,2023-12-18,Department of Defense,Department of the Air Force,Department of Defense,Department of the Air Force,"INTEGRATED SOLUTIONS FOR SYSTEMS, INC.",INTEGRATED SOLUTIONS FOR SYSTEMS  INC.,HUNTSVILLE,AL,35824,HUNTSVILLE,AL,PURCHASE ORDER,FIRM FIXED PRICE,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; APPLIED RESEARCH",541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",12,CORPORATE NOT TAX EXEMPT,INTEGRATED SOLUTIONS FOR SYSTEMS,INTEGRATED SOLUTIONS FOR SYSTEMS
CONT_AWD_80NSSC19C0076_8000_-NONE-_-NONE-,80NSSC19C0076,500000,500000,500000,2019-09-25,2019,2021-09-24,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,"INTELLIEPI IR, INC","INTELLIEPI IR, INC",RICHARDSON,TX,75081,RICHARDSON,TX,DEFINITIVE CONTRACT,FIRM FIXED PRICE,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; BASIC RESEARCH",541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",500,CORPORATE NOT TAX EXEMPT,INTELLIEPI IR,INTELLIEPI IR
CONT_AWD_80NSSC19C0270_8000_-NONE-_-NONE-,80NSSC19C0270,124855,124855,124855,2019-08-19,2019,2020-02-18,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,INTELLIGENT FIBER OPTIC SYSTEMS CORP,INTELLIGENT FIBER OPTIC SYSTEMS CORP,SANTA CLARA,CA,95054,SANTA CLARA,CA,DEFINITIVE CONTRACT,FIRM FIXED PRICE,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",500,CORPORATE NOT TAX EXEMPT,INTELLIGENT FIBER OPTIC SYSTEMS,INTELLIGENT FIBER OPTIC SYSTEMS
CONT_AWD_80NSSC19C0536_8000_-NONE-_-NONE-,80NSSC19C0536,124989,124989,124989,2019-08-19,2019,2020-09-18,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,INTELLIGENT FIBER OPTIC SYSTEMS CORP,INTELLIGENT FIBER OPTIC SYSTEMS CORP,SANTA CLARA,CA,95054,SANTA CLARA,CA,DEFINITIVE CONTRACT,FIRM FIXED PRICE,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",500,CORPORATE NOT TAX EXEMPT,INTELLIGENT FIBER OPTIC SYSTEMS,INTELLIGENT FIBER OPTIC SYSTEMS
CONT_AWD_80NSSC19C0281_8000_-NONE-_-NONE-,80NSSC19C0281,124984,124984,124984,2019-08-19,2019,2020-02-18,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,INTELLIGENT FIBER OPTIC SYSTEMS CORP,INTELLIGENT FIBER OPTIC SYSTEMS CORP,SANTA CLARA,CA,95054,SANTA CLARA,CA,DEFINITIVE CONTRACT,FIRM FIXED PRICE,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",500,CORPORATE NOT TAX EXEMPT,INTELLIGENT FIBER OPTIC SYSTEMS,INTELLIGENT FIBER OPTIC SYSTEMS
CONT_AWD_80NSSC19C0016_8000_-NONE-_-NONE-,80NSSC19C0016,749836,749836,749836,2019-03-05,2019,2024-05-04,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,INTELLIGENT FIBER OPTIC SYSTEMS CORP,INTELLIGENT FIBER OPTIC SYSTEMS CORP,SANTA CLARA,CA,95054,SANTA CLARA,CA,DEFINITIVE CONTRACT,FIRM FIXED PRICE,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; BASIC RESEARCH",541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",500,CORPORATE NOT TAX EXEMPT,INTELLIGENT FIBER OPTIC SYSTEMS,INTELLIGENT FIBER OPTIC SYSTEMS
CONT_AWD_80NSSC20C0211_8000_-NONE-_-NONE-,80NSSC20C0211,753674,753674,753674,2020-08-14,2020,2024-11-13,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,INTELLIGENT FIBER OPTIC SYSTEMS CORP,INTELLIGENT FIBER OPTIC SYSTEMS CORP,SAN JOSE,CA,95134,SAN JOSE,CA,DEFINITIVE CONTRACT,FIRM FIXED PRICE,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; BASIC RESEARCH",541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",500,CORPORATE NOT TAX EXEMPT,INTELLIGENT FIBER OPTIC SYSTEMS,INTELLIGENT FIBER OPTIC SYSTEMS
CONT_AWD_FA945322CA106_9700_-NONE-_-NONE-,FA945322CA106,749975.03,749975.03,749975.03,2022-08-11,2022,2024-11-21,Department of Defense,Department of the Air Force,Department of Defense,Department of the Air Force,"INTELLIGENT FUSION TECHNOLOGY, INC.","INTELLIGENT FUSION TECHNOLOGY, INC.",GERMANTOWN,MD,20876,GERMANTOWN,MD,DEFINITIVE CONTRACT,FIRM FIXED PRICE,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; APPLIED RESEARCH",541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",4,CORPORATE NOT TAX EXEMPT,INTELLIGENT FUSION TECHNOLOGY,INTELLIGENT FUSION TECHNOLOGY
CONT_AWD_80NSSC18C0084_8000_-NONE-_-NONE-,80NSSC18C0084,754974,754974,754974,2018-04-18,2018,2020-10-17,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,"INTELLIGENT OPTICAL SYSTEMS, INC.","INTELLIGENT OPTICAL SYSTEMS, INC.",TORRANCE,CA,90505,TORRANCE,CA,DEFINITIVE CONTRACT,FIRM FIXED PRICE,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",500,CORPORATE NOT TAX EXEMPT,INTELLIGENT OPTICAL SYSTEMS,INTELLIGENT OPTICAL SYSTEMS
CONT_AWD_80NSSC18P0776_8000_-NONE-_-NONE-,80NSSC18P0776,99996,99996,99996,2018-03-22,2018,2025-09-21,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,"INTELLIGENT OPTICAL SYSTEMS, INC.","INTELLIGENT OPTICAL SYSTEMS, INC.",TORRANCE,CA,90505,TORRANCE,CA,PURCHASE ORDER,FIRM FIXED PRICE,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; BASIC RESEARCH",541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",500,CORPORATE NOT TAX EXEMPT,INTELLIGENT OPTICAL SYSTEMS,INTELLIGENT OPTICAL SYSTEMS
CONT_AWD_80NSSC18P1983_8000_-NONE-_-NONE-,80NSSC18P1983,124979,124979,124979,2018-07-19,2018,2019-02-15,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,"INTELLIGENT OPTICAL SYSTEMS, INC.","INTELLIGENT OPTICAL SYSTEMS, INC.",TORRANCE,CA,90505,TORRANCE,CA,PURCHASE ORDER,FIRM FIXED PRICE,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",500,CORPORATE NOT TAX EXEMPT,INTELLIGENT OPTICAL SYSTEMS,INTELLIGENT OPTICAL SYSTEMS
CONT_AWD_80NSSC18P1938_8000_-NONE-_-NONE-,80NSSC18P1938,124971,124971,124971,2018-07-19,2018,2019-02-15,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,"INTELLIGENT OPTICAL SYSTEMS, INC.","INTELLIGENT OPTICAL SYSTEMS, INC.",TORRANCE,CA,90505,TORRANCE,CA,PURCHASE ORDER,FIRM FIXED PRICE,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",500,CORPORATE NOT TAX EXEMPT,INTELLIGENT OPTICAL SYSTEMS,INTELLIGENT OPTICAL SYSTEMS
CONT_AWD_80NSSC19C0231_8000_-NONE-_-NONE-,80NSSC19C0231,139983.28,139983.28,139983.28,2019-07-16,2019,2020-09-30,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,"INTELLIGENT OPTICAL SYSTEMS, INC.","INTELLIGENT OPTICAL SYSTEMS, INC.",TORRANCE,CA,90505,TORRANCE,CA,DEFINITIVE CONTRACT,FIRM FIXED PRICE,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; BASIC RESEARCH",541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",500,CORPORATE NOT TAX EXEMPT,INTELLIGENT OPTICAL SYSTEMS,INTELLIGENT OPTICAL SYSTEMS
CONT_AWD_80NSSC19C0070_8000_-NONE-_-NONE-,80NSSC19C0070,924966,924966,924966,2019-08-13,2019,2025-07-31,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,"INTELLIGENT OPTICAL SYSTEMS, INC.","INTELLIGENT OPTICAL SYSTEMS, INC.",TORRANCE,CA,90505,TORRANCE,CA,DEFINITIVE CONTRACT,FIRM FIXED PRICE,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; BASIC RESEARCH",541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",500,CORPORATE NOT TAX EXEMPT,INTELLIGENT OPTICAL SYSTEMS,INTELLIGENT OPTICAL SYSTEMS
CONT_AWD_80NSSC19C0532_8000_-NONE-_-NONE-,80NSSC19C0532,124946,124946,124946,2019-08-19,2019,2020-09-18,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,"INTELLIGENT OPTICAL SYSTEMS, INC.","INTELLIGENT OPTICAL SYSTEMS, INC.",TORRANCE,CA,90505,TORRANCE,CA,DEFINITIVE CONTRACT,FIRM FIXED PRICE,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",500,CORPORATE NOT TAX EXEMPT,INTELLIGENT OPTICAL SYSTEMS,INTELLIGENT OPTICAL SYSTEMS
CONT_AWD_80NSSC21C0045_8000_-NONE-_-NONE-,80NSSC21C0045,87197,87197,87197,2021-02-26,2021,2021-08-26,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,"INTELLIGENT OPTICAL SYSTEMS, INC.","INTELLIGENT OPTICAL SYSTEMS, INC.",TORRANCE,CA,90505,TORRANCE,CA,DEFINITIVE CONTRACT,FIRM FIXED PRICE,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; BASIC RESEARCH",541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",500,CORPORATE NOT TAX EXEMPT,INTELLIGENT OPTICAL SYSTEMS,INTELLIGENT OPTICAL SYSTEMS
CONT_AWD_80NSSC18P2179_8000_-NONE-_-NONE-,80NSSC18P2179,124999,124999,124999,2018-07-27,2018,2019-02-15,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,INTELLISENSE SYSTEMS INC,INTELLISENSE SYSTEMS INC,TORRANCE,CA,90501,TORRANCE,CA,PURCHASE ORDER,FIRM FIXED PRICE,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",500,CORPORATE NOT TAX EXEMPT,INTELLISENSE SYSTEMS,INTELLISENSE SYSTEMS
CONT_AWD_80NSSC20C0662_8000_-NONE-_-NONE-,80NSSC20C0662,124994,124994,124994,2020-08-27,2020,2021-03-01,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,INTELLISENSE SYSTEMS INC,INTELLISENSE SYSTEMS INC,TORRANCE,CA,90501,TORRANCE,CA,DEFINITIVE CONTRACT,FIRM FIXED PRICE,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",500,CORPORATE NOT TAX EXEMPT,INTELLISENSE SYSTEMS,INTELLISENSE SYSTEMS
CONT_AWD_80NSSC19C0459_8000_-NONE-_-NONE-,80NSSC19C0459,119771,119771,119771,2019-08-19,2019,2020-02-18,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,INTELOMED INC,INTELOMED INC,WEXFORD,PA,15090,WEXFORD,PA,DEFINITIVE CONTRACT,FIRM FIXED PRICE,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",500,CORPORATE NOT TAX EXEMPT,INTELOMED,INTELOMED
CONT_AWD_80GRC019C0017_8000_-NONE-_-NONE-,80GRC019C0017,499808,499808,499808,2019-05-14,2019,2019-10-18,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,INTELSAT GENERAL COMMUNICATIONS LLC,INTELSAT GENERAL CORPORATION,MCLEAN,VA,22102,MCLEAN,VA,DEFINITIVE CONTRACT,FIRM FIXED PRICE,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",17,PARTNERSHIP,INTELSAT GENERAL COMMUNICATIONS,INTELSAT GENERAL
CONT_AWD_80NSSC19C0325_8000_-NONE-_-NONE-,80NSSC19C0325,124565,124565,124565,2019-08-06,2019,2020-02-18,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,"INTERCAX, LLC","INTERCAX, LLC",ATLANTA,GA,30345,ATLANTA,GA,DEFINITIVE CONTRACT,FIRM FIXED PRICE,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",500,PARTNERSHIP,INTERCAX,INTERCAX
CONT_AWD_80NSSC20C0364_8000_-NONE-_-NONE-,80NSSC20C0364,124998,124998,124998,2020-08-21,2020,2021-03-01,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,"INTERCAX, LLC","INTERCAX, LLC",ATLANTA,GA,30345,ATLANTA,GA,DEFINITIVE CONTRACT,FIRM FIXED PRICE,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",500,PARTNERSHIP,INTERCAX,INTERCAX
CONT_AWD_80NSSC19C0367_8000_-NONE-_-NONE-,80NSSC19C0367,124783,124783,124783,2019-08-16,2019,2020-02-18,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,INTERDISCIPLINARY CONSULTING CORP,INTERDISCIPLINARY CONSULTING CORP,GAINESVILLE,FL,32608,GAINESVILLE,FL,DEFINITIVE CONTRACT,FIRM FIXED PRICE,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",500,CORPORATE NOT TAX EXEMPT,INTERDISCIPLINARY CONSULTING,INTERDISCIPLINARY CONSULTING
CONT_AWD_80NSSC19C0427_8000_-NONE-_-NONE-,80NSSC19C0427,124999,124999,124999,2019-08-16,2019,2020-02-18,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,INTERDISCIPLINARY CONSULTING CORP,INTERDISCIPLINARY CONSULTING CORP,GAINESVILLE,FL,32608,GAINESVILLE,FL,DEFINITIVE CONTRACT,FIRM FIXED PRICE,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",500,CORPORATE NOT TAX EXEMPT,INTERDISCIPLINARY CONSULTING,INTERDISCIPLINARY CONSULTING
CONT_AWD_80NSSC19C0605_8000_-NONE-_-NONE-,80NSSC19C0605,67980,67980,67980,2019-08-22,2019,2020-10-31,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,INTERDISCIPLINARY CONSULTING CORP,INTERDISCIPLINARY CONSULTING CORP,GAINESVILLE,FL,32608,GAINESVILLE,FL,DEFINITIVE CONTRACT,FIRM FIXED PRICE,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; BASIC RESEARCH",541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",500,CORPORATE NOT TAX EXEMPT,INTERDISCIPLINARY CONSULTING,INTERDISCIPLINARY CONSULTING
CONT_AWD_80NSSC20C0082_8000_-NONE-_-NONE-,80NSSC20C0082,43535,43535,43535,2020-05-26,2020,2020-12-31,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,INTERDISCIPLINARY CONSULTING CORP,INTERDISCIPLINARY CONSULTING CORP,GAINESVILLE,FL,32608,GAINESVILLE,FL,DEFINITIVE CONTRACT,FIRM FIXED PRICE,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; BASIC RESEARCH",541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",500,CORPORATE NOT TAX EXEMPT,INTERDISCIPLINARY CONSULTING,INTERDISCIPLINARY CONSULTING
